epoch,train_accuracy,train_loss,valid_accuracy,valid_loss,lr
1,0.2543635352973874,1.6630091705356205,0.23966207203201423,1.6455168729360605,0.0001
2,0.2758198999444136,1.5736814690654388,0.2512227656736327,1.552448031636226,0.0001
3,0.2767092829349639,1.4419123939772094,0.2743441529568697,1.6486956508173418,0.0001
4,0.3426347971095053,1.3616778178147149,0.3272565584704313,1.5328040693324638,0.0001
5,0.37487493051695386,1.2403219446168676,0.3659404179635394,1.546430369492052,0.0001
6,0.41267370761534183,1.1645931686370823,0.39617607825700313,1.5220221380171854,0.0001
7,0.45503057254030016,1.0895921791575558,0.4375277901289462,1.457304460305858,0.0001
8,0.48004446914952753,1.0251716644738493,0.47710093374833257,1.3866920761661352,0.0001
9,0.4518065591995553,0.9958275800497931,0.44197421076033794,1.377596085365214,0.0001
10,0.49071706503613116,0.9469267049293926,0.4797687861271676,1.4246005456465622,0.0001
11,0.5586436909394108,0.9146608114242554,0.5411293908403735,1.1393552135498908,0.0001
12,0.571650917176209,0.8769224097296012,0.5620275678079146,1.1408463221965974,0.0001
13,0.5760978321289605,0.8366619796091127,0.5602489995553579,1.2558919540666484,0.0001
14,0.6158977209560867,0.82065863308109,0.5962650066696309,1.0480377140867811,0.0001
15,0.5925514174541412,0.7917535955159265,0.5842596709648733,1.1769497462938816,0.0001
16,0.6500277932184547,0.7800704159134223,0.6327256558470431,1.0062874206281758,0.0001
17,0.6701500833796553,0.7616490314439522,0.6505113383726101,0.8846534511257458,0.0001
18,0.6590327959977765,0.7349525039942664,0.6309470875944865,0.9650553081129963,0.0001
19,0.6760422456920512,0.7195556006821874,0.6447309915518008,0.8856059939079997,0.0001
20,0.6222345747637577,0.7136043404557103,0.6033792796798577,1.136311270120993,0.0001
21,0.6448026681489717,0.7127968443033958,0.6140506891951979,0.9773401940012042,0.0001
22,0.7040578098943858,0.695614403146866,0.6705202312138728,0.8259855984263338,0.0001
23,0.6579210672595887,0.6776492054776365,0.6269453090262339,0.925322481344519,0.0001
24,0.6703724291272929,0.6682966038637739,0.6305024455313473,0.9807106455255477,0.0001
25,0.6781545302946081,0.6525736740687563,0.6438417074255225,0.8937388403567276,0.0001
26,0.6812673707615342,0.6463695668028767,0.666073810582481,0.9147106083884352,0.0001
27,0.6820455808782657,0.6363847253585625,0.6416184971098265,0.9472007812421128,0.0001
28,0.7255141745414119,0.6342152265891485,0.6936416184971098,0.8265124423708476,0.0001
29,0.7458588104502502,0.6151943725411154,0.6967541129390841,0.7206695695196909,0.0001
30,0.7480822679266259,0.6048603469366705,0.717207647843486,0.7294379069493473,0.0001
31,0.7392996108949417,0.5875518966824135,0.6949755446865273,0.7670121704434861,0.0001
32,0.7695386325736521,0.5899059878549542,0.7412183192530013,0.6459026497806534,0.0001
33,0.7759866592551418,0.5770469515773325,0.7421076033792797,0.6168218644368166,0.0001
34,0.7255141745414119,0.5768732846419582,0.678523788350378,0.8174803866021312,0.0001
35,0.7555308504724847,0.5558862108140653,0.7212094264117386,0.7614908855244444,0.0001
36,0.7560867148415786,0.5522572831963305,0.7367718986216096,0.6997711580824778,0.0001
37,0.7535297387437465,0.5300920764746615,0.7136505113383727,0.7903793850121047,0.0001
38,0.8157865480822679,0.5260106446055756,0.7527790128946198,0.5990276072702709,0.0001
39,0.786881600889383,0.5238093290464734,0.7474433081369497,0.6521174421889244,0.0001
40,0.8128960533629794,0.515316673816311,0.7541129390840373,0.6039514930818599,0.0001
41,0.7720956086714842,0.5025740667276111,0.7327701200533571,0.6873826574303935,0.0001
42,0.7370761534185659,0.49348831335844945,0.6780791462872388,0.8548127189643016,0.0001
43,0.7694274596998333,0.4898400829568028,0.7060915962650066,0.7321339327793961,0.0001
44,0.624680377987771,0.4936989561200566,0.5709204090706981,1.6322001258549874,0.0001
45,0.7715397443023903,0.48968535094286625,0.7381058248110272,0.7169212166496572,0.0001
46,0.6904947192884936,0.4702885436735968,0.670964873277012,1.0435654109401034,0.0001
47,0.8106725958866037,0.4545913955919259,0.7687861271676301,0.619208497887667,0.0001
48,0.7499722067815453,0.4497550254508694,0.7100933748332592,0.7303828286456765,0.0001
49,0.8222345747637576,0.4390376866181974,0.7492218763895064,0.6278299249347553,0.0001
50,0.8442468037798777,0.43594419622124303,0.7674522009782125,0.573822255954047,0.0001
51,0.809449694274597,0.4383681981270848,0.7443308136949756,0.6375339087140247,0.0001
52,0.8044469149527516,0.43247730096676174,0.7576700755891508,0.6500376703846237,0.0001
53,0.8722623679822123,0.4257288273967458,0.7967985771453979,0.49565656578583206,0.0001
54,0.8323513062812674,0.422006649744044,0.7523343708314807,0.6393978632307413,0.0001
55,0.873485269594219,0.41197044171684577,0.8012449977767897,0.5212864074085807,0.0001
56,0.8474708171206226,0.41133884719682334,0.7847932414406403,0.5787347383290304,0.0001
57,0.8678154530294608,0.3974118938278473,0.7972432192085371,0.5174225030235844,0.0001
58,0.8386881600889383,0.3999003273206249,0.7825700311249444,0.58068182678846,0.0001
59,0.7918843802112284,0.3790515357383205,0.7421076033792797,0.6968168037210162,0.0001
60,0.8332406892718177,0.37927898549842665,0.7732325477990218,0.5906675398058232,0.0001
61,0.8425792106725959,0.3829918902804843,0.7887950200088928,0.5555374743594971,0.0001
62,0.8637020566981657,0.3706648181129605,0.7834593152512228,0.5500671469990335,0.0001
63,0.8752640355753196,0.3753975207695333,0.7954646509559804,0.5241440897612849,0.0001
