epoch,train_accuracy,train_loss,valid_accuracy,valid_loss,lr
1,0.47383660806618405,1.8074093500509958,0.43424317617866004,1.279505999695673,0.0001
2,0.6105480868665977,1.3999815504282516,0.5210918114143921,1.0014147253643884,0.0001
3,0.6281282316442606,1.1490043700728196,0.5682382133995038,0.9539622988357733,0.0001
4,0.7232678386763185,1.0179669349793568,0.6492969396195203,0.7998629738418793,0.0001
5,0.7385729058945192,0.9280478092810965,0.6608767576509512,0.7494123727452962,0.0001
6,0.7596690796277146,0.8611587394546989,0.6666666666666666,0.7493737706278256,0.0001
7,0.8171664943123061,0.8025134657293755,0.71712158808933,0.63955501197684,0.0001
8,0.8254395036194415,0.731405316895207,0.7253928866832092,0.6470438341546196,0.0001
9,0.8574974146845915,0.6763155540291047,0.749379652605459,0.5766126612082703,0.0001
10,0.8639089968976215,0.6548452602317002,0.7518610421836228,0.5688554291098052,0.0001
11,0.8345398138572906,0.6201145981025222,0.749379652605459,0.5949099582517512,0.0001
12,0.8380558428128232,0.5899573469300143,0.7311827956989247,0.6105507396290971,0.0001
13,0.8980351602895553,0.5535225884014408,0.7791563275434243,0.5112013640829707,0.0001
14,0.8914167528438469,0.518834957865295,0.7882547559966915,0.49001198090039766,0.0001
15,0.8756980351602895,0.48554489191695555,0.76095947063689,0.5550709184878517,0.0001
16,0.9048603929679421,0.49179635174720493,0.7973531844499586,0.48015020503003897,0.0001
17,0.925129265770424,0.4792464314065627,0.794044665012407,0.47085136820995876,0.0001
18,0.9286452947259566,0.4461151646166448,0.8147229114971051,0.4392161821411896,0.0001
19,0.937952430196484,0.4113480242721687,0.8180314309346567,0.4374421188119426,0.0001
20,0.9288521199586349,0.40051165677064304,0.8172043010752689,0.4394233971217923,0.0001
21,0.9418821096173733,0.4033260339044577,0.8279569892473119,0.42008304467765234,0.0001
22,0.868459152016546,0.35806884419247015,0.770885028949545,0.5570835817737753,0.0001
23,0.9437435367114788,0.3894392725894388,0.8296112489660876,0.42905500750585074,0.0001
24,0.947052740434333,0.3651550612258201,0.826302729528536,0.44171233838801544,0.0001
25,0.947052740434333,0.35548164253894066,0.8337468982630273,0.420849560606667,0.0001
26,0.9507755946225439,0.3486461567365571,0.8337468982630273,0.4081179817862704,0.0001
27,0.9429162357807652,0.3463379532370149,0.8081058726220016,0.4375186792772796,0.0001
28,0.9154084798345398,0.3374741734899827,0.7874276261373035,0.5239037621405817,0.0001
29,0.9644260599793175,0.31422083430140224,0.8494623655913979,0.39483235437481534,0.0001
30,0.957187176835574,0.30253644343095504,0.8411910669975186,0.39773363934951544,0.0001
31,0.9677352637021717,0.3234037500466929,0.8444995864350703,0.39317802302200405,0.0001
32,0.9698035160289555,0.2949285212879544,0.8552522746071133,0.3936669607612099,0.0001
33,0.9259565667011376,0.31563891612289363,0.8023159636062862,0.482343233745881,0.0001
34,0.9604963805584281,0.2968681838351074,0.8378825475599669,0.39413634388776136,0.0001
35,0.9706308169596691,0.2715809410993035,0.8444995864350703,0.40803039281007375,0.0001
36,0.9689762150982419,0.3049956887639714,0.8577336641852771,0.39443969751212893,0.0001
37,0.9542916235780765,0.302733552777856,0.8345740281224152,0.4336821795791708,0.0001
38,0.9799379524301964,0.2794240614066258,0.8602150537634409,0.3647385793248911,0.0001
39,0.9778697001034126,0.25684128739309825,0.8618693134822167,0.36671716130105203,0.0001
40,0.9749741468459152,0.2762417642473681,0.8486352357320099,0.37147757186684555,0.0001
41,0.979110651499483,0.23588349089791247,0.8602150537634409,0.3721938786968108,0.0001
42,0.9542916235780765,0.2271746647365342,0.826302729528536,0.42233647143574565,0.0001
43,0.9540847983453982,0.23025049157564018,0.826302729528536,0.4552671270640652,0.0001
44,0.9731127197518097,0.24770791419405516,0.8535980148883374,0.4142251356117384,0.0001
45,0.98717683557394,0.29689383280420345,0.8684863523573201,0.3386295252441867,0.0001
46,0.9594622543950362,0.257419457603616,0.8420181968569065,0.41267055652672047,0.0001
47,0.9762150982419855,0.231673210217858,0.8494623655913979,0.4011544965336991,0.0001
48,0.9799379524301964,0.21595260042956235,0.847808105872622,0.38472297587998155,0.0001
49,0.9824198552223371,0.21358326892214302,0.8742762613730356,0.3508086261717715,0.0001
50,0.9766287487073423,0.23396327815308476,0.8684863523573201,0.35801673048877636,0.0001
51,0.9813857290589452,0.23584542762710164,0.8660049627791563,0.3593385856540071,0.0001
52,0.9793174767321613,0.2589475376013395,0.869313482216708,0.3989161342209878,0.0001
53,0.9824198552223371,0.2213221149987831,0.8676592224979321,0.37043740879513193,0.0001
54,0.9859358841778697,0.21200609559945713,0.8792390405293631,0.33618261537540045,0.0001
55,0.9836608066184075,0.21245421234530626,0.8676592224979321,0.37151096658927535,0.0001
56,0.9890382626680455,0.2219532040990149,0.8759305210918115,0.3441319580261524,0.0001
57,0.889348500517063,0.19710401629424648,0.7692307692307693,0.67675603402361,0.0001
