epoch,train_accuracy,train_loss,valid_accuracy,valid_loss,lr
1,0.46735395189003437,1.7537895407941606,0.38316151202749144,1.823379539542182,0.001
2,0.5945017182130584,1.262275256216526,0.5756013745704467,1.2981489102045696,0.001
3,0.6121134020618557,1.0445025861263275,0.5790378006872853,3.3055756616428544,0.001
4,0.5713058419243986,1.1129719250731998,0.5120274914089347,1.682887301002581,0.001
5,0.43041237113402064,0.6880808435380459,0.44673539518900346,2.653655581867572,0.001
6,0.6481958762886598,1.6443605220152273,0.5670103092783505,1.5744468518548815,0.001
7,0.8088487972508591,0.9300920220298899,0.6907216494845361,0.7770169718363851,0.001
8,0.7332474226804123,0.644462362345722,0.6563573883161512,1.5671885345399994,0.001
9,0.8973367697594502,1.005841575976875,0.7525773195876289,0.6808910081835137,0.001
10,0.5902061855670103,0.7204799193681942,0.5910652920962199,1.495251720508759,0.001
11,0.8402061855670103,0.5717045331580771,0.7164948453608248,0.9411018926048607,0.001
12,0.9424398625429553,0.44267115741968155,0.7646048109965635,0.6577121462685751,0.001
13,0.9024914089347079,0.46520730082152617,0.7319587628865979,0.7583560940019044,0.001
14,0.8535223367697594,0.3720891186967492,0.7164948453608248,0.9310410086231953,0.001
15,0.8492268041237113,0.4112241506162617,0.7164948453608248,0.8106257229326517,0.001
16,0.8109965635738832,0.5254995350001587,0.6993127147766323,0.9486591712510872,0.001
17,0.8041237113402062,0.6123885117057297,0.6924398625429553,1.1192052106267398,0.001
18,0.8187285223367697,0.5483846995048225,0.6958762886597938,1.0587310981124647,0.001
19,0.9780927835051546,0.44909716666572624,0.7852233676975945,0.6806404653847012,0.001
20,0.8505154639175257,0.22772792680189013,0.7336769759450171,0.9781184143729226,0.001
21,0.9884020618556701,0.2464246235580908,0.7920962199312714,0.6522532372360992,0.001
22,0.9652061855670103,0.33562282741897637,0.7680412371134021,0.6512754996822462,0.001
23,0.9695017182130584,0.22985386703577307,0.7835051546391752,0.7256464630531794,0.001
24,0.9849656357388317,0.3079610539910694,0.7766323024054983,0.6592031990296345,0.001
25,0.9720790378006873,0.23850059079834157,0.7903780068728522,0.6628926449432918,0.001
26,0.9059278350515464,0.2342220001284861,0.7628865979381443,0.872343812509091,0.001
27,0.9922680412371134,0.15414645869491828,0.8092783505154639,0.5999354724724268,0.001
28,0.9884020618556701,0.1378446955156202,0.7852233676975945,0.6907680421184326,0.001
29,0.990979381443299,0.17113966884143236,0.8075601374570447,0.648303033777631,0.001
30,0.9441580756013745,0.6994621185327156,0.7525773195876289,0.8768478233584833,0.001
31,0.9523195876288659,0.5816024894205233,0.7560137457044673,0.947538005124099,0.001
32,0.9926975945017182,0.37379843684741193,0.7697594501718213,0.7675158058867639,0.001
33,0.9862542955326461,0.21229604489376974,0.7800687285223368,0.7437257701179006,0.001
34,0.9815292096219931,0.24973678199522611,0.7852233676975945,0.8466830525252828,0.001
35,0.8780068728522337,0.2844632957648072,0.7147766323024055,1.2503878850028993,0.001
