epoch,train_accuracy,train_loss,valid_accuracy,valid_loss,lr
1,0.3725403001667593,7.1322321840694975,0.3601600711427301,3.0931971121915662,0.01
2,0.31917732073374094,2.141006168297359,0.32325477990217877,7.011547372732337,0.01
3,0.3378543635352974,2.621965113707951,0.3308136949755447,5.611229187756339,0.01
4,0.5738743746525847,2.3248380967548914,0.5233437083148066,1.9097784301767142,0.01
5,0.36842690383546417,1.5830462413174766,0.352156514006225,5.8248926498138305,0.01
6,0.6200111172873819,1.2932684021336691,0.5531347265451312,1.7618388148507524,0.01
7,0.5888827126181212,1.4155436958585466,0.5509115162294353,2.030719685734723,0.01
8,0.6480266814897165,1.4288734691483633,0.5740329035126723,1.62356712034725,0.01
9,0.5986659255141745,1.0911003598145077,0.5429079590929302,2.2427031366281267,0.01
10,0.7667593107281824,0.9476433668817793,0.6665184526456203,1.1080815877687564,0.01
11,0.6256809338521401,0.9674596914223262,0.5686971987550022,2.0778107251947113,0.01
12,0.6132295719844358,0.7818040600844792,0.58070253445976,1.8795364822690463,0.01
13,0.46548082267926627,0.7916174194642476,0.45264562027567806,4.815013064973457,0.01
14,0.354863813229572,0.8132719457149505,0.34415295686971986,6.475861389088917,0.01
15,0.6287937743190661,0.7023882197482245,0.5767007558915074,2.3893677112313045,0.01
16,0.5429683157309616,0.6396395287343434,0.5215651400622499,3.1070277462963953,0.01
17,0.2546970539188438,0.6232005625963211,0.26011560693641617,23.113742622283894,0.01
18,0.5123957754307948,0.6048234726701464,0.48910626945309027,4.827240339646397,0.01
