epoch,train_accuracy,train_loss,valid_accuracy,valid_loss,lr
1,0.2265625,1.8216419219970703,0.359375,1.861941158771515,0.0001
2,0.2578125,1.6338127851486206,0.359375,1.8517837524414062,0.0001
3,0.21875,1.5308058708906174,0.375,3.067935347557068,0.0001
4,0.24609375,1.3074479699134827,0.390625,1.783033013343811,0.0001
5,0.23828125,1.1154825687408447,0.375,1.8654518127441406,0.0001
6,0.24609375,1.0061023607850075,0.375,2.6135157346725464,0.0001
7,0.52734375,0.9744110777974129,0.4375,1.7372328042984009,0.0001
8,0.64453125,0.8815873190760612,0.421875,1.3431878685951233,0.0001
9,0.7890625,0.8088750764727592,0.46875,1.1893802881240845,0.0001
10,0.78515625,0.75316321849823,0.484375,1.2418352365493774,0.0001
11,0.890625,0.661218099296093,0.515625,1.1207400560379028,0.0001
12,0.9453125,0.6646168977022171,0.53125,1.0483691096305847,0.0001
13,0.953125,0.6203807145357132,0.5625,1.0545876622200012,0.0001
14,0.96875,0.6139063909649849,0.5625,1.0360993146896362,0.0001
15,0.97265625,0.5627058744430542,0.515625,0.9827857911586761,0.0001
16,0.984375,0.5226848125457764,0.578125,0.9515987634658813,0.0001
17,0.984375,0.46559661999344826,0.59375,0.9414620101451874,0.0001
18,0.9765625,0.4461364559829235,0.59375,0.9705138206481934,0.0001
19,0.98046875,0.3998662158846855,0.59375,0.9702337086200714,0.0001
20,0.98828125,0.38885820657014847,0.59375,0.9432692229747772,0.0001
21,0.9921875,0.35154244489967823,0.578125,0.9362676441669464,0.0001
22,0.9921875,0.3072003051638603,0.59375,0.9426972270011902,0.0001
23,0.99609375,0.37949347868561745,0.5625,0.9458852112293243,0.0001
24,0.99609375,0.3528516869992018,0.59375,0.9421419203281403,0.0001
25,0.99609375,0.3373020403087139,0.59375,0.9121457636356354,0.0001
