epoch,train_accuracy,train_loss,valid_accuracy,valid_loss,lr
1,0.29183040330920373,1.7835518390137628,0.31679073614557485,1.8583557526862158,0.001
2,0.4637021716649431,1.2589585879780598,0.45822994210090984,1.3765901846763415,0.001
3,0.4444674250258532,1.041585413825433,0.4267990074441687,1.4024444721867173,0.001
4,0.6004136504653568,0.9144236224376603,0.5889164598842018,0.9602487752810306,0.001
5,0.6494312306101344,0.7793099526932697,0.6401985111662531,0.8399456154225383,0.001
6,0.6833505687693898,0.7256122160431565,0.6674937965260546,0.7974884553424971,0.001
7,0.7522233712512927,0.7258561541702574,0.7038875103391232,0.6930401778053508,0.001
8,0.7607032057911065,0.6725622358306355,0.7162944582299421,0.6446105768061354,0.001
9,0.7991726990692865,0.6358833141279536,0.7576509511993383,0.584826860524486,0.001
10,0.7919338159255429,0.5780869365133197,0.7427626137303557,0.6186884730388745,0.001
11,0.6498448810754912,0.5643029060979553,0.6062861869313482,1.0278389524881064,0.001
12,0.6020682523267838,0.5526205287469144,0.5698924731182796,1.712786845869028,0.001
13,0.5313340227507756,0.5377061732162703,0.47890818858560796,1.7077996987168507,0.001
14,0.7110651499482937,0.4924144446849823,0.6972704714640199,1.1448246440777017,0.001
15,0.7619441571871768,0.4912961677012854,0.7129859387923904,0.9577083263247342,0.001
16,0.4759048603929679,0.43962021803619056,0.4441687344913151,2.3764380091374524,0.001
17,0.6411582213029989,0.4489402997967423,0.5682382133995038,1.442593264520612,0.001
